topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR,label
immigration_2020-02,illegalimmigration,1229143982439124994,./tweet_data/immigration_2020-02/illegalimmigration/tweets3/EQ7L7yrW4AEUX4G.jpg,./annot_2000_no_politics/EQ7L7yrW4AEUX4G.jpg,@ewarren Unethical cruel inhumane. #american #citizens deserve so much better. My heart aches for them #AngelFamilies #SanctuaryCities #illegalimmigration https://t.co/GF847bNbcP,nan,iman america shua ny ire ia set hy,1.0
ageism_2021-04,covidiots,1386407777027846145,./tweet_data/ageism_2021-04/covidiots/tweets4/Ez1-kn_X0AAQJWx.jpg,./annot_2000_no_politics/Ez1-kn_X0AAQJWx.jpg,"Another day, another Karen. Christian Karen goes into a private business, refuses to wear a mask, cops arrive, hilarity ensues. This is a Coffee Break! #COVIDIOTS #Antilockdown #Karen 

The Link: https://t.co/H9CrrM5aMz https://t.co/hWoev4MNFd",nan,aosta wane,1.0
asianhate_08,MakeChinaPay,1289572036008796160,./tweet_data/asianhate_08/MakeChinaPay/tweets1/EeV67qaUEAMPtRl.jpg,./annot_2000_no_politics/EeV67qaUEAMPtRl.jpg,"🔞 Is this the “inner loop” that Mr. Shithole advocates?🤭🤭

#China_is_terrorist
#MakeChinaPay 

Picture from TG Group https://t.co/c7E9qlX3gD",nan,gf bi cl ie toner lave pe et toate,0.0
mask_08,maskhole,1297332576646868992,./tweet_data/mask_08/maskhole/tweets4/EgENGaWUEAA-3wr.jpg,./annot_2000_no_politics/EgENGaWUEAA-3wr.jpg,@reviewjournal WEAR A FUCKING MASK. #Maskhole https://t.co/mk0A3tJLOK,nan,fey karen ie,0.0
asianhate_2020-02,Wuhanvirus,1227900448666841089,./tweet_data/asianhate_2020-02/Wuhanvirus/tweets2/EQpg8nsUcAIkLud.jpg,./annot_2000_no_politics/EQpg8nsUcAIkLud.jpg,"@ezracheungtoto What a sad wedding photo taken under the threat of #WuhanVirus. Hope HongKongers will survive this ordeal despite govt refusal to close borders with China, which increases risk of more incoming “silent carriers” of #coronavirus. Pray everyone is safe &amp; healthy🙏🏻 #ChinaCoronaVirus https://t.co/VZHXFDimip",nan,eed ais border closure pointless ln 125 oak vl community outbreak pha ai border closure pointless 211,0.0
ageism_2021-04,covidiots,1386390962897768448,./tweet_data/ageism_2021-04/covidiots/tweets4/Ez1zOuWXIAUU4BD.jpg,./annot_2000_no_politics/Ez1zOuWXIAUU4BD.jpg,Them  #COVIDIOTS  when they catch Corona because they just  refuse to wear a mask for 20 mins 🤣 https://t.co/xIqQ3X5Qlj,nan,pa ax happen happen,0.0
asianhate_2021-04,Wuhanvirus,1387757344906375171,./tweet_data/asianhate_2021-04/Wuhanvirus/tweets5/E0JN8tUUYAE8FIl.jpg,./annot_2000_no_politics/E0JN8tUUYAE8FIl.jpg,"@POTUS @JoeBiden Sorry sir.   BTW, aren’t you and Vice President Kamala Devi Harris both vaccinated?  Breathe some fresh air man. #masks #wuhanvirus #COVID19 #vaccinated https://t.co/VyJMnMWtw1",nan,amp en ao push 1865 win,1.0
vaccine_04,Plandemic,1247814123880157184,./tweet_data/vaccine_04/Plandemic/tweets2/EVEgUxfUYAAFz5L.jpg,./annot_2000_no_politics/EVEgUxfUYAAFz5L.jpg,"Think people, think! #BillGates #iStandWithPastorchris #CoronavirusPandemic #CoronaVirusUpdate #StayHome #COVID19Nigeria #Plandemic #BillGatesVirus https://t.co/J3uP0WWtLc",nan,td esd want save life te aa,1.0
vaccine_2021-02,Plandemic,1357589928050311169,./tweet_data/vaccine_2021-02/Plandemic/tweets1/Etcg2D9WYAESDcn.jpg,./annot_2000_no_politics/Etcg2D9WYAESDcn.jpg,"Frequent use of the MSM with #Newspeak is linked to declining IQ too 😊
#COVID19 #Plandemic 😉 https://t.co/UDuNErRXbI https://t.co/W8v4jE662f",nan,ee zy ki wt rs rea ole 84 4o maier,0.0
vaccine_04,BillGatesBioTerrorist,1246800399400566784,./tweet_data/vaccine_04/BillGatesBioTerrorist/tweets1/EU2GVXxWoAACG0w.jpg,./annot_2000_no_politics/EU2GVXxWoAACG0w.jpg,"#depopulation advocate &amp; #NWO puppet #BillGates is calling for complete #lockdown until #COVID19 #vaccine is ready. 
Maybe he should first test it on his own NEVER VACCINATED children?

#BillGatesBioTerrorist
#ID2020
#Agenda21
#Agenda2030
#Plandemic
#MandatoryVaccination https://t.co/PlGlJFvzmH",nan,bill gates doctor say billionaire refuse vaccinate fi lahn ah hy rs ed se co dls,0.0
ageism_08,covidiots,1297250930060980226,./tweet_data/ageism_08/covidiots/tweets4/EgDC1u8U0AAHbfP.jpg,./annot_2000_no_politics/EgDC1u8U0AAHbfP.jpg,As of the year #2020 @smashmouth has killed more people than #Marijuana.  #COVIDIOTS #coronavirus https://t.co/aUKoFDwKaU,nan,wt bu sa wie te ie eat hf ao es es lf alt state case link sturgis motorcycle rally,0.0
vaccine_2020-02,antivax,1227536942096670720,./tweet_data/vaccine_2020-02/antivax/tweets2/EQkWV3iXsAEXPdC.jpg,./annot_2000_no_politics/EQkWV3iXsAEXPdC.jpg,“Thanks Bill!” via u/j0an_k #vaxxhappened #antivax #antivaxx https://t.co/1FLKqRJyz8,nan,ae bill gates explain vaccine work bill gates 234 121,0.0
immigration_12,BuildTheWall,1335706163162341376,./tweet_data/immigration_12/BuildTheWall/tweets1/EolhrUrXcAMmBZg.jpg,./annot_2000_no_politics/EolhrUrXcAMmBZg.jpg,"SOUTHWEST BORDER SECURITY
GAO-17-331 - February 2017

Legacy landing mat style pedestrian fence

BLOG https://t.co/B9jCyAdeso

#BuildTheWall #FinishTheWall

#QuikTake qt-twall-905 by #borderObserver https://t.co/WlOPyxeE0w",nan,ity ree ee fe ss sa es legacy landing mat style pedestrian fence source gao,0.0
asianhate_2021-02,ChiNazi,1356594041127862273,./tweet_data/asianhate_2021-02/ChiNazi/tweets1/EtOXFfwXcAAdxPF.jpg,./annot_2000_no_politics/EtOXFfwXcAAdxPF.jpg,"#China dictatorship media calls the military coup  in #Myanmar and replacement of officials with army men a “major cabinet reshuffle”!
Obviously, #CCP #XiJinping doesn't want to spread the idea that a coup is possible..

And in #Chinazi it's for when,the major cabinet reshuffle? https://t.co/bdqVcxL885",nan,rt matt ee ti ern ae announce myanmar source xinhua editor fi mos ss,0.0
mask_08,MasksOffAmerica,1296303767608934402,./tweet_data/mask_08/MasksOffAmerica/tweets3/Ef1lZ_zUYAI5YeA.jpg,./annot_2000_no_politics/Ef1lZ_zUYAI5YeA.jpg,@MayorOfLA You dictator Democrat mayors need to go!! And WE the people will take OUR country back! 🇺🇸  #OpenAmericaNow  #MasksOffAmerica https://t.co/YWyRWE8pzd,nan,fs es people fear oe cuma nu la lt eae ye tea mae thomas jefferson,0.0
asianhate_2021-02,WuhanLab,1359451161640775683,./tweet_data/asianhate_2021-02/WuhanLab/tweets2/Et29mqeXMAMvJAn.jpg,./annot_2000_no_politics/Et29mqeXMAMvJAn.jpg,"#WHO mission to #China to find the source of #coronavirus failed however, the theory promulgated by #DonaldTrump that #WuhanLab leak was the original source has been dismissed. #23News 
@WHO @POTUS45 https://t.co/kviXf9E2Eb",nan,nf mission china fail find source coronavirus,0.0
ageism_04,covidiots,1245744265252257793,./tweet_data/ageism_04/covidiots/tweets1/EUnFzb3WsAEDWnY.jpg,./annot_2000_no_politics/EUnFzb3WsAEDWnY.jpg,"@GovRonDeSantis 🇨🇦Canadians are polite...but we never forget!🙄(at least pretend to care about whether or not your OWN people live or die! Such assholery!
#400canadians 
#BoycottFlorida 
#COVIDIOTS https://t.co/YLluxbYqvk",nan,little red ride hood 2020 ala eet au im ee sti abe lm eed grandmas ah ah olis ud ay,0.0
asianhate_2021-02,ChinaVirus,1356619422627205121,./tweet_data/asianhate_2021-02/ChinaVirus/tweets1/EtOuLASXUAA0pgz.jpg,./annot_2000_no_politics/EtOuLASXUAA0pgz.jpg,@ericswalwell WERE YOU  FIRST  OR HIM ??? #FANGFANG #SPY #CHINAJOE #ChinaVirus https://t.co/3LurM48ffJ,nan,1225 mee christine fang fang fang bill harrison mayor fremont california july 2013 tweet reply,0.0
ageism_04,covidiots,1251690988860575751,./tweet_data/ageism_04/covidiots/tweets3/EV7mUcMWkAAaSKd.jpg,./annot_2000_no_politics/EV7mUcMWkAAaSKd.jpg,Truth #COVIDIOTS https://t.co/tpDRJF3Iwt,nan,ple taper ltt ee les ttt tia eley eee fetal elly cya ae ss ss zo,1.0
ageism_04,covidiots,1253096350389899265,./tweet_data/ageism_04/covidiots/tweets4/EWPkfGFU4AAbZSa.jpg,./annot_2000_no_politics/EWPkfGFU4AAbZSa.jpg,@MSignorile They might want to buy a plot here.... sounds like they might need it relatively soon. #COVIDIOTS #ScienceMatters https://t.co/qFnLfwmkic,nan,al3 peete trump memorial mass grave nt responsibility pe ie eye de,1.0
asianhate_08,ChiNazi,1298250133943984129,./tweet_data/asianhate_08/ChiNazi/tweets4/EgRPRjNUEAMwazz.jpg,./annot_2000_no_politics/EgRPRjNUEAMwazz.jpg,"That's right. #wechat #Tiktok

#CCPchina #Chinazi https://t.co/EUzSJNrdHV",nan,leak datum say sue youl mae wechat,0.0
asianhate_08,CCP_is_terrorist,1292103267518947328,./tweet_data/asianhate_08/CCP_is_terrorist/tweets2/Ee55EJVXoAAQlOM.jpg,./annot_2000_no_politics/Ee55EJVXoAAQlOM.jpg,"@USAinHKMacau Thank you so much for #StandWithHongKong and upholding the universal values.
Heartfelt thanks to US for continuous upholding universal values &amp; actions to those human rights abusers!
#CCP_is_terrorist https://t.co/atjxTj7knN",nan,dee ie nl lm gee allow extradition china order save hong ko sige uae este ttl plas,0.0
ageism_2021-04,covidiots,1386255195219185670,./tweet_data/ageism_2021-04/covidiots/tweets4/Ezz3wKwVcAIooGC.jpg,./annot_2000_no_politics/Ezz3wKwVcAIooGC.jpg,"System is corrupt !
They are suppressing our #FreedomOfExpression like this.

#COVIDIOTS #CovidHelp #CovidVaccine https://t.co/tVGHP3vEEf",nan,ing ey heat tweets er posts om criticise handle eb te,0.0
ageism_2021-02,covidiots,1360097055406841856,./tweet_data/ageism_2021-02/covidiots/tweets2/EuAIPpvU0AIVJeL.jpg,./annot_2000_no_politics/EuAIPpvU0AIVJeL.jpg,"After today, especially ...

(meme originally posted in October)
 #DrConley #CareerOver #COVIDIOTS #LiarLiar #gwb5 https://t.co/va2oueEzZo",nan,career cn sean d0 ee gab vrei trust medical care bd eel te lee ae,0.0
asianhate_12,ChiNazi,1334400806414548997,./tweet_data/asianhate_12/ChiNazi/tweets1/EoS-dGnUYAEubvE.jpg,./annot_2000_no_politics/EoS-dGnUYAEubvE.jpg,"@999rmiah @TibetPeople @MaajidNawaz @BoycottHegemony @rottenbanana101 @DongguanBoy We need BOLD leadership, not just talk!
@realDonaldTrump @SecPompeo @marcorubio @SenTomCotton @SenRickScott @USTradeRep @NikkiHaley @RealPNavarro - We MUST #MakeChinaPay for #ChineseVirus
It is an ACT of WAR by #Chinazi and #Xitler!
This is a crisis of epic proportions!

#China - https://t.co/l6Bt1INxye",nan,netflix eat ween,0.0
vaccine_04,CoronaHoax,1254441532674977792,./tweet_data/vaccine_04/CoronaHoax/tweets4/EWir6lJWAAAhKP3.jpg,./annot_2000_no_politics/EWir6lJWAAAhKP3.jpg,"Looking forward to all those #TikTok videos coming out of Birmingham's Nightingale hospital BECAUSE THERES NO PATIENTS THERE

https://t.co/fKGi6u1ql3

#Corona #CoronaVirus #Covid19 #CoronaHoax #EmptyHospitals  #FilmYourHospital #NHS #Hoax #FalseFlag #ID2020 #DancingNurseS https://t.co/WPbkXNqsWm",nan,lose business home nt cough mortality rate zak fhe einen,0.0
mask_2021-02,masksdontwork,1365552909216321536,./tweet_data/mask_2021-02/masksdontwork/tweets4/EvNrIejWYAMItQr.jpg,./annot_2000_no_politics/EvNrIejWYAMItQr.jpg,I know some people won’t believe it but need to accept that Joan Fabrics is not saving the world. #masksdontwork https://t.co/L2O82TcC3Z,nan,cur area microscope virus 25x enjoy muzzle muppet daal qo x26 enn uc wis,0.0
asianhate_2021-04,ChineseVirus,1385957878750531585,./tweet_data/asianhate_2021-04/ChineseVirus/tweets4/EzvpWClUYAE2RMy.jpg,./annot_2000_no_politics/EzvpWClUYAE2RMy.jpg,@vrai_aquaman @zlj517 One #ChineseVirus Ran away like a rat...! https://t.co/L102pUEmA4,nan,oo ne follow follow block follow view tweet learn,0.0
asianhate_04,CCPLiedPeopleDied,1247960500324851714,./tweet_data/asianhate_04/CCPLiedPeopleDied/tweets2/EVGlddoU0AALD8f.jpg,./annot_2000_no_politics/EVGlddoU0AALD8f.jpg,@globaltimesnews #FakeNews. Nothing out of @globaltimesnews is totally real. Articles have either fake data and/or always misdirected to portray the Communist Experiment as doing great. Most people in China fear the Corrupt Beijing #XiJingPoo Mafia. Reader Beware. #CCPLiedPeopleDied https://t.co/yvj2wbxaCr,nan,ey tg awe public opinion bo,1.0
ageism_04,covidiots,1253931212394991616,./tweet_data/ageism_04/covidiots/tweets4/EWbbF-hVAAAE6VK.jpg,./annot_2000_no_politics/EWbbF-hVAAAE6VK.jpg,"When you get fed up seeing all these telecharlatans blaming homosexuals, abortions, freedom for everything. #Covidiots #religion #televangelists #reason #humanism #TheRightToBeSecular https://t.co/fI2aXby3jQ",nan,ye ge ps rg ss ry eu imaginary god wou rm send plagues natural disaster,0.0
asianhate_2021-02,ChinaLiedPeopleDied,1361205645224144898,./tweet_data/asianhate_2021-02/ChinaLiedPeopleDied/tweets3/EuP5TZ2WgAEw0IK.jpg,./annot_2000_no_politics/EuP5TZ2WgAEw0IK.jpg,Chinese soldiers arriving to Myanmar while internet shut down last night #ChinaLiedPeopleDied #WhatsHappeningInMyanmar #AgainstMyanmarMilitaryCoup #WhatishappeninginMyamar #ChineseEmbassy https://t.co/0ucZCymGxf,nan,hun oy rs bai ae es aie yaa ri ce ra yl piper ss sen het wii ss ee mn,0.0
ageism_2021-02,covidiots,1357363754405666820,./tweet_data/ageism_2021-02/covidiots/tweets1/EtZTA0rWgAIm7UY.jpg,./annot_2000_no_politics/EtZTA0rWgAIm7UY.jpg,@MarkMcAulay10 Agreed!!! @GraphicChats #COVIDIOTS https://t.co/LqqjtarBhh,nan,liar complicit cdc ey ay,1.0
ageism_04,covidiots,1246417009912483845,./tweet_data/ageism_04/covidiots/tweets1/EUwpqN9XkAErlT3.jpg,./annot_2000_no_politics/EUwpqN9XkAErlT3.jpg,Massive viral pandemic simulation | Lessons learned about managing Coronavirus. https://t.co/wZmFzvtwFa #coronavirus #CoronavirusPandemic #COVID19 #COVIDIOTS #pandemic #Pandemics #project201 #simulation #virus #Management #usaCoronavirus #Italia #Spain #WHO #CDC https://t.co/oXDeyOl5D3,nan,ya event,0.0
ageism_04,covidiots,1246961793529978882,./tweet_data/ageism_04/covidiots/tweets1/EU4ZInxXkAYT3lW.jpg,./annot_2000_no_politics/EU4ZInxXkAYT3lW.jpg,"Permission to Tazer the #Covidiots, sir?

- Granted.. https://t.co/dmBBsI075d",nan,aaa en en ar need new plague,1.0
ageism_2021-04,covidiots,1380463973506555904,./tweet_data/ageism_2021-04/covidiots/tweets2/EyhkqqWVoAQ6WUI.jpg,./annot_2000_no_politics/EyhkqqWVoAQ6WUI.jpg,"Exactly, @VarshaEGaikwad informing people to stay safe and then conducting offline exams all over maharashtra when covid is at it's peak lol😂👍🏻 
#cancelboardexams2021 #ExamCancelKaro #VarshaGaikwadResign #nikalvarsha #COVID19 #COVIDIOTS #ExamsCancelHoga # https://t.co/7FGtT4JHaH https://t.co/asdigSxTlr",nan,happen wise man mask teach young boy wear rere remind mask correctly amir khans movie lll,1.0
asianhate_04,ChineseVirus,1248478605044150273,./tweet_data/asianhate_04/ChineseVirus/tweets2/EVN8qh_UcAIOlSY.jpg,./annot_2000_no_politics/EVN8qh_UcAIOlSY.jpg,"""This Is The Fight Of Our Lives. We Are Going To Win. Whatever It Takes.""

#AvengersAssemble !!

#COVIDー19 #coronavirus #ChineseVirus #GoodFriday #AvengersEndgame https://t.co/0hFELq2KQb",nan,ez ii en marvel studios te mi endgame ia zs spi,1.0
vaccine_04,antivax,1248738922957606922,./tweet_data/vaccine_04/antivax/tweets2/EVRnc8vWsAUhoiA.jpg,./annot_2000_no_politics/EVRnc8vWsAUhoiA.jpg,#COVID19Denialism pop culture meme w @charliesheen #Antivax The many vectors of pop #conspiracy are used to undermine the very idea of #COVID19 #virus Truth. Instead they install a faith-based in alternative facts: in the straight dope of #MAGA2020 vs. @MSDNCNews/Fake News /@CNN https://t.co/jXoaQchCjC,nan,thing trust bill eo n10 ce wa,0.0
immigration_2021-04,BorderCrisis,1381321651455848450,./tweet_data/immigration_2021-04/BorderCrisis/tweets2/EytvzhiUcAA5qHU.jpg,./annot_2000_no_politics/EytvzhiUcAA5qHU.jpg,"ICYMI, #WhiteHouse  fired their ""BoderCzar"" Fri, the former ambassador to #Mexico under #Obama  &amp; #PresidentTrump ,thinking you'll blame her, for #BidenHarris #BorderCrisis #Disaster https://t.co/IGtR3C1PKY",nan,ih aia ill mx oe ee oe ee heh oe hha ite house hhi ton kkk,0.0
mask_2021-04,maskoff,1381786798439940096,./tweet_data/mask_2021-04/maskoff/tweets2/Ey0XrKUWQAIjOfZ.jpg,./annot_2000_no_politics/Ey0XrKUWQAIjOfZ.jpg,Wanna see a v1ruses?! Be my guest !  #NoVaccinePassport #maskoff #nwo #wakeup #scamdemic #plandemic #NoVaccinePassports #hoax #psyop #nwo https://t.co/NteIjBMHSF,nan,real virus sonal,1.0
immigration_04,illegalaliens,1251366703226707969,./tweet_data/immigration_04/illegalaliens/tweets3/EV2_V8lUEAAFFxG.jpg,./annot_2000_no_politics/EV2_V8lUEAAFFxG.jpg,"@charliekirk11 @realDonaldTrump California Citizens are now required to update their CDL @CA_DMV to include BirthCertificate , SocialSecurity card 2 forms of validation resistance in CA : Power Bill ,  Insurance, Mortgage etc 

Meanwhile, DMV is giving #IllegalAliens CDL w/out above requirements 

#VoterFraud https://t.co/JcHZyyqE2p",nan,illegal say wonderful day community finally justice thing wrong statement thousand illegals line ie beta ae ede driver license,0.0
ageism_12,covidiots,1340750635621298176,./tweet_data/ageism_12/covidiots/tweets3/EptNmOTWwAEmAcB.jpg,./annot_2000_no_politics/EptNmOTWwAEmAcB.jpg,"A snapshot of a video commercial on Candy Crush... 

#irony #Covid_19 #COVIDIOTS https://t.co/5Rt5ZOft7F",nan,risk exposure non existent united ee ex ef ee vi zt lament study aircraft airflow ie das,0.0
ageism_2020-02,babyboomers,1230628459870932993,./tweet_data/ageism_2020-02/babyboomers/tweets3/ERQSD_-XsAAMHbI.png,./annot_2000_no_politics/ERQSD_-XsAAMHbI.png,Is Saving 10% of Your Income Enough for Retirement?  https://t.co/ozNvpIVF3g #SaveForRetirement #BabyBoomers https://t.co/LyiHg59P5y,nan,eames ae 42e eat ee cari pad en el oe,0.0
ageism_2021-04,covidiots,1381223814051344387,./tweet_data/ageism_2021-04/covidiots/tweets2/EysXvLsXMAgEzZY.jpg,./annot_2000_no_politics/EysXvLsXMAgEzZY.jpg,"#COVIDIOTS trending on @Twitter

Not sure who they’re referring to... https://t.co/wHzc4nvB47",nan,person call conspiracy theorist,1.0
ageism_08,covidiots,1295793856059977732,./tweet_data/ageism_08/covidiots/tweets3/EfuVpMhXkAAuOVd.jpg,./annot_2000_no_politics/EfuVpMhXkAAuOVd.jpg,"@JaneBrownNews @angusreidorg Unfortunately, @zoomerradio has at least one #COVIDIOTS on payroll https://t.co/ZDT9AjLwwE",nan,richard like 1d 7s save life pass 300 sur eki,0.0
mask_2021-02,masksdontwork,1360244855839072256,./tweet_data/mask_2021-02/masksdontwork/tweets2/EuCPfGwWYAYSG68.jpg,./annot_2000_no_politics/EuCPfGwWYAYSG68.jpg,"You laugh now, but you know this is coming. The Covid Cult is somehow growing everyday. How, I do not know as everyday more and more studies come out showing Covid is not that dangerous and lockdowns killed more than the virus. Yet the facts don’t seem to matter. #MasksDontWork https://t.co/Tb3hJ7sH2z",nan,antonio sabato jr ie 3h 2023,0.0
vaccine_2021-02,Plandemic,1364350048549564416,./tweet_data/vaccine_2021-02/Plandemic/tweets4/Eu8k6H5VkAERSri.png,./annot_2000_no_politics/Eu8k6H5VkAERSri.png,"In 2014, at height of the Ebola outbreak in Africa with 40 percent fatality rate Fauci declared quarantine policies issued in New York, New Jersey, Illinois, Virginia, Maryland, Georgia and Florida “unscientific” and “draconian.”
#Plandemic
#Scamdemic
https://t.co/JJdHjClcj6 https://t.co/XiqBOEVJCW",nan,co aaa rn geo america fae mandatory quarantines swe pe tcc ppr ra,1.0
vaccine_12,Plandemic,1336482329259347968,./tweet_data/vaccine_12/Plandemic/tweets2/EowjlzzU0AAsl_h.jpg,./annot_2000_no_politics/EowjlzzU0AAsl_h.jpg,"This was on @stinchfield1776 yesterday. Just some #COVIDFacts

#COVIDageddon #Plandemic #OpenUpAmerica #UnmaskAmerica https://t.co/KatTlem6Pw",nan,death heart disease respiratory disease influenza pneumonia instead recategorize,0.0
ageism_08,covidiots,1289675061243199488,./tweet_data/ageism_08/covidiots/tweets1/EeXYoQpXgAMFXgA.jpg,./annot_2000_no_politics/EeXYoQpXgAMFXgA.jpg,"Black Lives DON’T matter! Fuck the nigger agitators in OUR streets! Stop the riots! No more masks, the virus is already gone! The radical left mob is tricking you into taking your freedoms! #SaveSpongeBobAnime #Trump2020Landslide #MAGA #Beyonce #BlackIsKing #COVIDIOTS https://t.co/oXlfKNPoDh",nan,st miata ey acne ey se erm le eee ee ss,0.0
asianhate_08,ChinaVirus,1291414985843900416,./tweet_data/asianhate_08/ChinaVirus/tweets1/EewG_pMXoAASnoa.jpg,./annot_2000_no_politics/EewG_pMXoAASnoa.jpg,"#ChinaVirus

This feels like the situation in the U.K. .... absurd. https://t.co/Bg3FFJJPDn",nan,wonder little dog control nm ww alll fear,0.0
asianhate_2020-02,ChinaVirus,1229426706399686656,./tweet_data/asianhate_2020-02/ChinaVirus/tweets3/EQ_KiQuUwAIMGW8.png,./annot_2000_no_politics/EQ_KiQuUwAIMGW8.png,"Distribution of #protective equipment to different departments in #HongKong
-#HKPolice - highest storage (for #selfie)
-#Fire Department (including #paramedics) - No Protective Coverall Suit

#20019nCoV #ChinaVirus #WuhanPneumonia https://t.co/RpYRukbngO https://t.co/2ABKJ4NqhC",nan,wir yy pea ry bane ee wane,0.0
